id,output
149,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and no (NOT (TOPPING mushrooms ) ) ) )
150,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) (TOPPING pesto ) (TOPPING tuna ) pie ) )
151,(ORDER i'd like (PIZZAORDER (NUMBER a ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and (TOPPING pepperoni ) ) )
152,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) pizzas with (TOPPING carrots ) and (TOPPING salami ) ) )
153,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) pizzas with (TOPPING onions ) and (TOPPING salami ) ) )
154,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) pizzas with (TOPPING roasted garlic ) ) )
155,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) pizzas with (TOPPING onions ) (TOPPING olives ) and (TOPPING chicken ) ) )
156,(ORDER can i get (PIZZAORDER (NUMBER one ) (TOPPING pepperoni ) and (TOPPING sausage ) pizza with no (NOT (TOPPING mushrooms ) ) ) please )
157,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) and (TOPPING pepperoni ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
158,(ORDER give me (PIZZAORDER (NUMBER three ) pies with (TOPPING pesto ) (TOPPING onions ) and (TOPPING bacon ) ) )
159,(ORDER i want to try (PIZZAORDER (NUMBER a ) pie with (TOPPING peppers ) as well as (TOPPING sausage ) but please no (NOT (TOPPING olives ) ) ) )
160,(ORDER i want to order (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE big meat ) pizza ) and (DRINKORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE cokes ) ) )
161,(ORDER get me (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING onion ) and (TOPPING pineapple ) pie with no (NOT (TOPPING pesto ) ) ) )
162,(ORDER get me (PIZZAORDER (NUMBER two ) (SIZE small ) (STYLE thin crust ) (TOPPING pesto ) (TOPPING onion ) pizzas ) )
163,(ORDER i need to order (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING pepperoni ) (TOPPING sausage ) (TOPPING hot peppers ) (TOPPING onions ) and (TOPPING bacon ) ) and (DRINKORDER (NUMBER four ) (SIZE medium ) (DRINKTYPE cokes ) ) )
164,(ORDER can i get (PIZZAORDER (NUMBER five ) (SIZE medium ) pies with (TOPPING mushrooms ) and (TOPPING pineapple ) ) )
165,(ORDER give me (DRINKORDER (NUMBER five ) (SIZE large ) (DRINKTYPE cokes ) ) )
166,(ORDER i want (PIZZAORDER (NUMBER a ) pizza with no (NOT (TOPPING olives ) ) ) )
167,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) pizzas with (TOPPING lettuce ) and (TOPPING tuna ) ) )
168,(ORDER can you get me (PIZZAORDER (NUMBER two ) (TOPPING mushroom ) and (TOPPING pesto ) pizzas with no (NOT (TOPPING pepperoni ) ) ) )
169,(ORDER i would like (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas with (TOPPING onion ) (TOPPING mushrooms ) and (TOPPING peppers ) ) )
170,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and (TOPPING sausage ) and (TOPPING mushrooms ) ) )
171,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) and (TOPPING chicken ) pie with no (NOT (TOPPING ham ) ) ) )
172,(ORDER i need (PIZZAORDER (NUMBER two ) (SIZE large ) pizzas with (TOPPING peppers ) (TOPPING ham ) and (TOPPING olives ) ) please )
173,(ORDER (PIZZAORDER (SIZE small ) pizza with (TOPPING ham ) and (STYLE thin crust ) no (NOT (TOPPING peppers ) ) ) )
174,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING onions ) and (TOPPING bacon ) ) )
175,(ORDER i would like (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and (TOPPING pineapple ) and no (NOT (TOPPING pesto ) ) ) please )
176,(ORDER i want to get (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) hold the (NOT (TOPPING mushrooms ) ) ) )
177,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING peppers ) and (TOPPING bay leaves ) ) )
178,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pesto ) (TOPPING tuna ) pizza with no (NOT (TOPPING peppers ) ) ) )
179,(ORDER i would like (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (SIZE medium ) with (TOPPING tuna ) and no (NOT (TOPPING pineapple ) ) ) )
180,(ORDER i want to order (DRINKORDER (NUMBER eight ) (SIZE large ) (DRINKTYPE cokes ) ) (DRINKORDER (NUMBER six ) (SIZE medium ) (DRINKTYPE cokes ) ) (DRINKORDER (NUMBER six ) (SIZE large ) (DRINKTYPE sprites ) ) (DRINKORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE sprites ) ) and (DRINKORDER (NUMBER four ) (SIZE large ) (DRINKTYPE ice teas ) ) )
181,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) pizzas with (TOPPING peppers ) and (TOPPING chicken ) ) )
182,(ORDER i just want (PIZZAORDER (NUMBER a ) (SIZE small ) pie with no (NOT (TOPPING pesto ) ) ) )
183,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING ham ) (TOPPING chicken ) and (TOPPING pineapple ) ) )
184,(ORDER i want to order (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepper ) (TOPPING sausage ) and (TOPPING pineapple ) pizza ) )
185,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) pizzas with (TOPPING peas ) (TOPPING olives ) and (TOPPING carrots ) ) )
186,(ORDER can i order (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepper ) and (TOPPING onion ) pie with (TOPPING olives ) ) and (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
187,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushroom ) pizza with (TOPPING ham ) and (TOPPING onions ) ) )
188,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING bacon ) and (TOPPING tuna ) (TOPPING peppers ) ) )
189,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin crust ) (TOPPING pesto ) and (TOPPING ham ) pie ) )
190,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) (TOPPING bacon ) pie no (NOT (TOPPING onions ) ) ) please )
191,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin crust ) (TOPPING bacon ) and (TOPPING mushroom ) pie ) )
192,(ORDER can you get me (PIZZAORDER (NUMBER a ) (SIZE small ) pie with (TOPPING mushrooms ) (TOPPING peppers ) and no (NOT (TOPPING onions ) ) ) please )
193,(ORDER i'd like to order (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING peppers ) (TOPPING sausage ) and (TOPPING pineapple ) ) )
194,(ORDER i want to order (PIZZAORDER (NUMBER a ) (STYLE thin crust ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) no (NOT (TOPPING pesto ) ) ) )
195,(ORDER i want (PIZZAORDER (NUMBER a ) (STYLE vegan ) pizza (SIZE small ) ) )
196,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) pizzas with (TOPPING green peppers ) and (TOPPING feta cheese ) ) )
197,(ORDER order me (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE margarita ) pizza ) )
198,(ORDER get me (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING tuna ) and (TOPPING pepper ) pizzas ) )
199,(ORDER i would like (PIZZAORDER (NUMBER one ) pizza with (TOPPING chicken ) and (TOPPING onions ) and no (NOT (TOPPING pesto ) ) ) please )
200,(ORDER can i get (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushroom ) and (TOPPING pesto ) pie with no (NOT (TOPPING pepperoni ) ) ) please )
201,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE large ) with (TOPPING ham ) (TOPPING bacon ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
202,(ORDER i need (DRINKORDER (NUMBER three ) (SIZE medium ) (DRINKTYPE fantas ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE pepsis ) ) and (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE doctor pepper ) ) please )
203,(ORDER i would like to have (PIZZAORDER (NUMBER a ) pizza with (TOPPING peppers ) and (TOPPING sausage ) and no (NOT (TOPPING olives ) ) ) please )
204,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING sausage ) pizzas ) (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING pepperoni ) pizzas ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (STYLE hawaiian ) pizza ) )
205,(ORDER order me (PIZZAORDER (NUMBER a ) (TOPPING chicken ) pizza with (TOPPING onions ) and no (NOT (TOPPING pesto ) ) ) )
206,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) pizzas with (TOPPING peppers ) and (TOPPING ham ) ) )
207,(ORDER i'd like to have (PIZZAORDER (NUMBER one ) pie with (TOPPING pepperoni ) (TOPPING pineapple ) along with (TOPPING bacon ) ) )
208,(ORDER i need (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING sausage ) (TOPPING onions ) (TOPPING olives ) ) )
209,(ORDER i want to order (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING mushroom ) (STYLE thin crust ) pie with no (NOT (TOPPING pepperoni ) ) ) )
210,(ORDER i want to get (DRINKORDER (NUMBER two ) (DRINKTYPE pepsis ) ) (DRINKORDER (NUMBER six ) (SIZE medium ) (DRINKTYPE dr peppers ) ) and (DRINKORDER (NUMBER five ) (SIZE medium ) (DRINKTYPE diet cokes ) ) )
211,(ORDER i need (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (STYLE thin crust ) and (TOPPING ham ) and no (NOT (TOPPING peppers ) ) ) )
212,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) pizzas with (TOPPING lettuce ) (TOPPING ham ) and (TOPPING bacon ) ) )
213,(ORDER i'd like (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE supreme ) pizza ) and (DRINKORDER (NUMBER a ) (VOLUME two liter ) (DRINKTYPE coke ) ) )
214,(ORDER i want to order (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pepperoni ) and (TOPPING chicken ) pizzas ) )
215,(ORDER i want (PIZZAORDER (NUMBER two ) pizzas with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and (TOPPING green peppers ) ) )
216,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) pie with (TOPPING bacon ) and (TOPPING tuna ) ) )
217,(ORDER i would like (PIZZAORDER (NUMBER one ) (SIZE extra large ) pizza with (TOPPING pepperoni ) and (TOPPING italian sausage ) with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
218,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) pizzas with (TOPPING mushrooms ) (TOPPING tuna ) and (TOPPING anchovies ) ) )
219,(ORDER can i have (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING onions ) and (TOPPING tuna ) and no (NOT (TOPPING pineapple ) ) ) )
220,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepper ) pizza with (TOPPING pesto ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) and (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
221,(ORDER i'll go for (PIZZAORDER (NUMBER one ) (SIZE large ) pie along with (TOPPING olives ) and (TOPPING chicken ) but avoid (NOT (TOPPING ham ) ) ) )
222,(ORDER i'll go for (PIZZAORDER (NUMBER a ) (SIZE medium ) pie along with (TOPPING tuna ) (TOPPING mushrooms ) but avoid (NOT (TOPPING peppers ) ) ) )
223,(ORDER i need (DRINKORDER (NUMBER five ) (SIZE large ) (DRINKTYPE fantas ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE pepsis ) ) and (DRINKORDER (NUMBER one ) (DRINKTYPE coke ) ) please )
224,(ORDER get me (PIZZAORDER (NUMBER a ) (TOPPING ham ) and (TOPPING pesto ) pie with no (NOT (TOPPING olives ) ) ) )
225,(ORDER i'll have (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) and (TOPPING pesto ) pizza no (NOT (TOPPING sausage ) ) ) )
226,(ORDER i want (DRINKORDER (NUMBER two ) (DRINKTYPE pepsis ) ) (DRINKORDER (NUMBER six ) (SIZE medium ) (DRINKTYPE fantas ) ) and (DRINKORDER (NUMBER six ) (SIZE medium ) (DRINKTYPE cokes ) ) )
227,(ORDER i want (PIZZAORDER (NUMBER a ) pizza with (TOPPING pepperoni ) and (TOPPING chicken ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) please )
228,(ORDER i'd like (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING bacon ) (TOPPING pepperoni ) and (TOPPING pineapple ) ) )
229,(ORDER i'll go for (PIZZAORDER (NUMBER one ) (SIZE large ) pie along with (TOPPING mushrooms ) and (STYLE thin crust ) but hold (NOT (TOPPING pepperoni ) ) ) )
230,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) pie with (TOPPING bacon ) and (TOPPING peppers ) without (NOT (TOPPING pineapple ) ) ) )
231,(ORDER i just want (PIZZAORDER (NUMBER a ) (SIZE small ) with (TOPPING ham ) and (TOPPING pineapple ) and (TOPPING onion ) ) )
232,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) pizzas with (TOPPING chorizo ) and (TOPPING bacon ) ) )
233,(ORDER i'd try (PIZZAORDER (NUMBER one ) (SIZE large ) pie along with (TOPPING peppers ) (TOPPING olives ) but hold (NOT (TOPPING tuna ) ) ) )
234,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) and (TOPPING sausage ) pizza with no (NOT (TOPPING olives ) ) ) )
235,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING sausage ) (TOPPING olives ) and (TOPPING ham ) ) )
236,(ORDER can you get me (PIZZAORDER (NUMBER one ) (SIZE large ) pie with (TOPPING ham ) and (STYLE thin crust ) (TOPPING pesto ) ) )
237,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) pizza with (TOPPING banana peppers ) and (TOPPING green peppers ) ) )
238,(ORDER i need (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING pepperoni ) and (TOPPING sausage ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING pepperoni ) (TOPPING sausage ) and (TOPPING mushrooms ) ) and (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING pepperoni ) and (TOPPING green peppers ) ) )
239,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING onion ) (TOPPING parsley ) and (TOPPING spinach ) ) )
240,(ORDER i need to order (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING cheeseburger ) pizzas ) and (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) pizza ) )
241,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING onion ) ) and (DRINKORDER (NUMBER one ) (DRINKTYPE coke ) ) )
242,(ORDER i wanted to have (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING bacon ) and (TOPPING pesto ) without (NOT (TOPPING sausage ) ) ) )
243,(ORDER i'd like (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING ham ) (TOPPING bacon ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING sauce ) ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) and (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING sausage ) and (TOPPING anchovies ) ) )
244,(ORDER i want (PIZZAORDER (NUMBER two ) pies with (STYLE thin crust ) (TOPPING tuna ) and without (NOT (TOPPING pepperoni ) ) ) )
245,(ORDER get me (PIZZAORDER (NUMBER four ) (SIZE small ) (TOPPING bacon ) and (TOPPING ham ) pies ) )
246,(ORDER can i get (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING bacon ) (TOPPING peppers ) and (TOPPING mushroom ) ) please )
247,(ORDER i want (PIZZAORDER (NUMBER one ) pizza with (TOPPING peppers ) and (TOPPING ham ) and (TOPPING pineapple ) ) )
248,(ORDER i need (PIZZAORDER (NUMBER a ) pie along with (TOPPING pineapple ) (TOPPING sausage ) and without (NOT (TOPPING tuna ) ) ) )
249,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) and (TOPPING pesto ) pizza with no (NOT (TOPPING sausage ) ) ) )
250,(ORDER i'll go for (PIZZAORDER (SIZE small ) pizza along with (TOPPING pesto ) and (TOPPING bacon ) but hold (NOT (TOPPING onions ) ) ) )
251,(ORDER get me (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING olive ) and (TOPPING chicken ) pies without (NOT (TOPPING pineapple ) ) ) )
252,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING sausage ) and (TOPPING mushroom ) pizza with no (NOT (TOPPING ham ) ) ) )
253,(ORDER i need (PIZZAORDER (NUMBER three ) pies along with (TOPPING bacon ) and (TOPPING tuna ) and without (NOT (TOPPING pepperoni ) ) ) )
254,(ORDER i want to try (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) and (TOPPING ham ) pie with no (NOT (TOPPING peppers ) ) ) please )
255,(ORDER i want (PIZZAORDER (NUMBER two ) (TOPPING mushroom ) and (TOPPING pesto ) pizzas with no (NOT (TOPPING pepperoni ) ) ) )
256,(ORDER get me (DRINKORDER (NUMBER one ) (DRINKTYPE coke ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE diet sprite ) ) and (DRINKORDER (NUMBER three ) (DRINKTYPE pepsis ) ) please )
257,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) and (TOPPING chicken ) pie without (NOT (TOPPING olives ) ) ) please )
258,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING sausage ) and (TOPPING peppers ) and no (NOT (TOPPING pineapple ) ) ) please )
259,(ORDER i would like (PIZZAORDER (NUMBER one ) (SIZE small ) pie with (TOPPING ham ) and (TOPPING bacon ) and no (NOT (TOPPING mushrooms ) ) ) )
260,(ORDER i want to order (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING pepperoni ) (TOPPING black olives ) and (TOPPING onions ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
261,(ORDER i need to place an order for (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE big meat ) pizza ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE sprite ) ) and (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE coke ) ) )
262,(ORDER i would like to order (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING ham ) and (TOPPING mushrooms ) ) and (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE diet pepsi ) ) )
263,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) pizzas with (TOPPING garlic ) and (TOPPING onions ) ) )
264,(ORDER get me (DRINKORDER (NUMBER a ) (DRINKTYPE fanta ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE dr peppers ) ) and (DRINKORDER (NUMBER four ) (SIZE small ) (DRINKTYPE pepsis ) ) )
265,(ORDER i would like (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING italian sausage ) pizza with (TOPPING black olives ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) and (DRINKORDER (NUMBER two ) (SIZE small ) (DRINKTYPE diet cokes ) ) )
266,(ORDER i need to order (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING pepperoni ) pizzas ) and (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushroom ) and (TOPPING sausage ) pizza ) )
267,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING chicken ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and no (NOT (TOPPING onions ) ) ) )
268,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onion ) and (TOPPING mushroom ) pizza with no (NOT (TOPPING pesto ) ) ) )
269,(ORDER get me (PIZZAORDER (NUMBER three ) (TOPPING pepper ) and (TOPPING chicken ) pizzas no (NOT (TOPPING ham ) ) ) )
270,(ORDER get me (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING pepper ) and (TOPPING bacon ) pizzas with no (NOT (TOPPING olives ) ) ) )
271,(ORDER i want (PIZZAORDER (NUMBER a ) (STYLE thin crust ) pizza with (TOPPING mushrooms ) and (TOPPING chicken ) ) )
272,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) pie with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) no (NOT (TOPPING pesto ) ) ) )
273,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) and (TOPPING bacon ) pizza without (NOT (TOPPING onions ) ) ) please )
274,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING cheese ) pizza ) and (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) pizza ) )
275,(ORDER i'd have (PIZZAORDER (NUMBER one ) (SIZE small ) pizza along with (TOPPING onions ) and (TOPPING tuna ) please avoid (NOT (TOPPING pineapple ) ) ) )
276,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE large ) pie with (TOPPING mushrooms ) (TOPPING pesto ) but with no (NOT (TOPPING pepperoni ) ) ) please )
277,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pineapple ) and (TOPPING sausage ) pizza with no (NOT (TOPPING mushrooms ) ) ) )
278,(ORDER i'll go for (PIZZAORDER (NUMBER a ) pie along with (TOPPING onions ) (TOPPING tuna ) but avoid (NOT (TOPPING chicken ) ) ) )
279,(ORDER i need to put in an order for (PIZZAORDER (NUMBER five ) (TOPPING bacon ) and (TOPPING sausage ) pizzas ) )
280,(ORDER i wish to have (PIZZAORDER (NUMBER one ) pizza with (TOPPING pepperoni ) ) )
281,(ORDER i want (PIZZAORDER (NUMBER two ) (SIZE large ) pizzas with (TOPPING olives ) (TOPPING onions ) and (TOPPING pesto ) ) )
282,(ORDER i want (PIZZAORDER (NUMBER one ) pie with (TOPPING olives ) (TOPPING peppers ) without (NOT (TOPPING onions ) ) ) )
283,(ORDER get me (PIZZAORDER (NUMBER a ) (TOPPING chicken ) and (TOPPING ham ) pie with (TOPPING pepperoni ) ) )
284,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING tuna ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) (TOPPING olives ) ) )
285,(ORDER can i have (PIZZAORDER (NUMBER one ) (SIZE large ) pie with (TOPPING mushrooms ) (TOPPING pineapple ) but please do not add any (NOT (TOPPING ham ) ) ) )
286,(ORDER get me (PIZZAORDER (NUMBER a ) (TOPPING sausage ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and no (NOT (TOPPING pesto ) ) ) )
287,(ORDER can i have (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING pepperoni ) (TOPPING tuna ) and (TOPPING olives ) ) please )
288,(ORDER i'd like (PIZZAORDER (NUMBER a ) (STYLE thin crust ) pizza with (TOPPING chicken ) and (TOPPING peppers ) ) and (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) please )
289,(ORDER i will try (PIZZAORDER (NUMBER a ) pie with (STYLE thin crust ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) but hold (NOT (TOPPING pesto ) ) ) please )
290,(ORDER i want (PIZZAORDER (NUMBER ten ) (SIZE large ) pizzas with (TOPPING cheese ) and (TOPPING chicken ) ) )
291,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING cheese ) ) and (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) pizza ) )
292,(ORDER i need (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pepperoni ) pizzas with (TOPPING peppers ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING beef ) pizza with (TOPPING mushrooms ) and (TOPPING onions ) ) and (DRINKORDER (NUMBER three ) (SIZE small ) (DRINKTYPE diet cokes ) ) )
293,(ORDER i need (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING peppers ) (TOPPING onions ) and (TOPPING pineapple ) ) )
